CID,Compound_Name,SMILES,Flavor_Description,Source
18484427,"4-[(1-carboxy-2-phenylethyl)amino]-3-[[2-[(2,5-diamino-5-oxopentanoyl)amino]-3-methylbutanoyl]amino]-4-oxobutanoic acid",CC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)N,sweet,FlavorDB
18484765,2-[2-[2-[(2-aminoacetyl)amino]propanoylamino]propanoylamino]-3-phenylpropanoic acid,CC(C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18484805,2-[[4-amino-2-[2-[(2-aminoacetyl)amino]propanoylamino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,CC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18484825,3-[2-[(2-aminoacetyl)amino]propanoylamino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18484884,2-[[5-amino-2-[2-[(2-aminoacetyl)amino]propanoylamino]-5-oxopentanoyl]amino]-3-phenylpropanoic acid,CC(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18484901,2-[[2-[2-[(2-aminoacetyl)amino]propanoylamino]acetyl]amino]-3-phenylpropanoic acid,CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18484979,2-[[6-amino-2-[2-[(2-aminoacetyl)amino]propanoylamino]hexanoyl]amino]-3-phenylpropanoic acid,CC(C(=O)NC(CCCCN)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18485008,4-amino-2-[[2-[2-[(2-aminoacetyl)amino]propanoylamino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18485009,2-[[2-[2-[(2-aminoacetyl)amino]propanoylamino]-3-phenylpropanoyl]amino]butanedioic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,sweet,FlavorDB
18485214,3-[[2-[(2-aminoacetyl)amino]-5-(diaminomethylideneamino)pentanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CN,sweet,FlavorDB
18485550,2-[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]propanoylamino]-3-phenylpropanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485590,2-[[4-amino-2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485610,3-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485669,2-[[5-amino-2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485689,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]acetyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485729,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-methylpentanoyl]amino]-3-phenylpropanoic acid,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485749,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-4-methylpentanoyl]amino]-3-phenylpropanoic acid,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485769,2-[[6-amino-2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]hexanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485798,4-amino-2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485805,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoic acid,CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485806,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485807,6-amino-2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-phenylpropanoyl]amino]hexanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485849,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485929,2-[[2-[[4-amino-2-[(2-aminoacetyl)amino]-4-oxobutanoyl]amino]-3-methylbutanoyl]amino]-3-phenylpropanoic acid,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CN,sweet,FlavorDB
18485949,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-4-oxobutanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18485969,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18485989,"3-[(2-aminoacetyl)amino]-4-[[4-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,4-dioxobutan-2-yl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486009,3-[(2-aminoacetyl)amino]-4-[[3-carboxy-1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486029,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CS)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486049,4-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-5-[(1-carboxy-2-phenylethyl)amino]-5-oxopentanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486069,"3-[(2-aminoacetyl)amino]-4-[[5-amino-1-[(1-carboxy-2-phenylethyl)amino]-1,5-dioxopentan-2-yl]amino]-4-oxobutanoic acid",C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486089,3-[(2-aminoacetyl)amino]-4-[[2-[(1-carboxy-2-phenylethyl)amino]-2-oxoethyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486129,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-methyl-1-oxopentan-2-yl]amino]-4-oxobutanoic acid,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486149,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-4-methyl-1-oxopentan-2-yl]amino]-4-oxobutanoic acid,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486169,3-[(2-aminoacetyl)amino]-4-[[6-amino-1-[(1-carboxy-2-phenylethyl)amino]-1-oxohexan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486196,3-[(2-aminoacetyl)amino]-4-[[1-(1-carboxyethylamino)-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486198,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486199,2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]butanedioic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486201,2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]pentanedioic acid,C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486203,3-[(2-aminoacetyl)amino]-4-[[1-(carboxymethylamino)-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486205,2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoic acid,CCC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486206,2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486207,6-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]hexanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486209,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486215,2-[[2-[[2-[(2-aminoacetyl)amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-3-methylbutanoic acid,CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486229,3-[(2-aminoacetyl)amino]-4-[2-[(1-carboxy-2-phenylethyl)carbamoyl]pyrrolidin-1-yl]-4-oxobutanoic acid,C1CC(N(C1)C(=O)C(CC(=O)O)NC(=O)CN)C(=O)NC(CC2=CC=CC=C2)C(=O)O,sweet,FlavorDB
18486249,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxopropan-2-yl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486269,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-hydroxy-1-oxobutan-2-yl]amino]-4-oxobutanoic acid,CC(C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN)O,sweet,FlavorDB
18486329,3-[(2-aminoacetyl)amino]-4-[[1-[(1-carboxy-2-phenylethyl)amino]-3-methyl-1-oxobutan-2-yl]amino]-4-oxobutanoic acid,CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,sweet,FlavorDB
18486409,3-[[2-[(2-aminoacetyl)amino]-3-sulfanylpropanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CS)NC(=O)CN,sweet,FlavorDB
18486807,4-[(2-aminoacetyl)amino]-5-[[3-carboxy-1-[(1-carboxy-2-phenylethyl)amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)CN,sweet,FlavorDB
18487140,2-[2-[[5-amino-2-[(2-aminoacetyl)amino]-5-oxopentanoyl]amino]propanoylamino]-3-phenylpropanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)CN,sweet,FlavorDB
18487179,2-[[4-amino-2-[[5-amino-2-[(2-aminoacetyl)amino]-5-oxopentanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)CN,sweet,FlavorDB
18487199,3-[[5-amino-2-[(2-aminoacetyl)amino]-5-oxopentanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)CN,sweet,FlavorDB
18487533,2-[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]propanoylamino]-3-phenylpropanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CNC(=O)CN,sweet,FlavorDB
18487571,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)CN,sweet,FlavorDB
18487590,3-[[2-[(2-aminoacetyl)amino]acetyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CN,sweet,FlavorDB
18487661,2-[[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]acetyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CNC(=O)CNC(=O)CN,sweet,FlavorDB
18487763,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]acetyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CNC(=O)CN,sweet,FlavorDB
18488338,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488358,3-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488547,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488548,2-[[2-[[2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-3-phenylpropanoyl]amino]butanedioic acid,CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488735,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-4-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488754,3-[[2-[(2-aminoacetyl)amino]-4-methylpentanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,CC(C)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488935,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18488936,2-[[2-[[2-[(2-aminoacetyl)amino]-4-methylpentanoyl]amino]-3-phenylpropanoyl]amino]butanedioic acid,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489085,2-[2-[[6-amino-2-[(2-aminoacetyl)amino]hexanoyl]amino]propanoylamino]-3-phenylpropanoic acid,CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCCN)NC(=O)CN,sweet,FlavorDB
18489124,2-[[4-amino-2-[[6-amino-2-[(2-aminoacetyl)amino]hexanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCCCN)NC(=O)CN,sweet,FlavorDB
18489144,3-[[6-amino-2-[(2-aminoacetyl)amino]hexanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)CN,sweet,FlavorDB
18489328,4-amino-2-[[2-[[6-amino-2-[(2-aminoacetyl)amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCCCN)NC(=O)CN,sweet,FlavorDB
18489861,4-amino-2-[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]propanoylamino]-4-oxobutanoic acid,CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489899,4-amino-2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489906,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-3-methylpentanoic acid,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489907,2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489908,6-amino-2-[[4-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]hexanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)N)C(=O)NC(CCCCN)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489917,3-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-(1-carboxyethylamino)-4-oxobutanoic acid,CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489919,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489920,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]butanedioic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489922,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]pentanedioic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489924,3-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-(carboxymethylamino)-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)NC(=O)CN,sweet,FlavorDB
18489926,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-3-methylpentanoic acid,CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489927,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-4-methylpentanoic acid,CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489928,6-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]hexanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489930,3-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O)NC(=O)CN,sweet,FlavorDB
18489936,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-3-methylbutanoic acid,CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18489998,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]acetyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NCC(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18490036,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]-4-oxobutanoic acid,CCC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490037,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]butanedioic acid,CCC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490056,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-4-methylpentanoyl]amino]-4-oxobutanoic acid,CC(C)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490057,schembl2519489,CC(C)CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490074,4-amino-2-[[6-amino-2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]hexanoyl]amino]-4-oxobutanoic acid,C1=CC=C(C=C1)CC(C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN,sweet,FlavorDB
18490227,4-amino-2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-4-oxobutanoic acid,CC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490228,2-[[2-[[2-[(2-aminoacetyl)amino]-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]butanedioic acid,CC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CN,sweet,FlavorDB
18490317,3-[[1-(2-aminoacetyl)pyrrolidine-2-carbonyl]amino]-4-[(1-carboxy-2-phenylethyl)amino]-4-oxobutanoic acid,C1CC(N(C1)C(=O)CN)C(=O)NC(CC(=O)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O,sweet,FlavorDB
